cid,text,time,author,channel,votes,photo,heart,reply,time_parsed
UgxMz5ooY4ysjCsx0rJ4AaABAg,"yak,1 tahun sudah",2 tahun yang lalu,@tzabaothlbys4971,UCwK1hOAbhGs-n_wqGtknNjQ,0,https://yt3.ggpht.com/ytc/AGIKgqO5rbY4SES2jYd-MOgdjYhWx4An7_TZiSjWbTjp5g=s176-c-k-c0x00ffffff-no-rj,false,false,1618395219.450795
UgxY5I4gO5J-CMWk9iF4AaABAg,"Salam dari 8 Feb 2021 
20.52 WIB",2 tahun yang lalu,@aditardana3362,UCBzLS9l768XGjFiUvR-i9kg,0,https://yt3.ggpht.com/ytc/AGIKgqNt81icURimclOxJJcri32UwoKmunK7po-3KkDd=s176-c-k-c0x00ffffff-no-rj,false,false,1618395219.939622
UgwH_iwUdG-Ukx6jfY94AaABAg,"Izin ambil vidio ya  min hehe,sebagai sumber informasi untuk tugas sekolah online ku 🤣",2 tahun yang lalu,@sakinah1528,UC7E-HkDLrReMf3qhgs3ZBUQ,0,https://yt3.ggpht.com/ytc/AGIKgqM30n1643ZFW6jBGHerPJ6C38nzWFciBOz139c7tA=s176-c-k-c0x00ffffff-no-rj,false,false,1618395219.944322
Ugyo0ysUAhC-4TNS-m54AaABAg,"Sesuatu yang besar berawal dari sesuatu yang kecil
David robot Prometheus",2 tahun yang lalu,@sisigelap6260,UC45QE9DPoQqv7j6hRknjLdg,0,https://yt3.ggpht.com/ytc/AGIKgqMoazIAerndwVIqrbk-wvrNB0XgQOozSMOyrLVarA=s176-c-k-c0x00ffffff-no-rj,false,false,1618395219.94827
UgxgYVeWpum0DZApSDN4AaABAg,Nonton ini di bulan Agustus kasus positif = 132.816,2 tahun yang lalu,@fiyanaldi,UCkXtTW1-c5-0uQdDTxyNJGw,0,https://yt3.ggpht.com/ytc/AGIKgqNxOQpmABrEh7BCf5xVinZ0U5rFwOiTYa2-iVLgww=s176-c-k-c0x00ffffff-no-rj,false,false,1618395219.953575
UgwGw6PvKhdsePuzFqF4AaABAg,Dan hari ini total kasus sudah 80rban. Maknyus tuh gara2 gak lockdown pas virus masih di tiongkok. Coba kalo penerbangan dari luar ditutup. Sekarang bebas kaki atau setidaknya minim.,2 tahun yang lalu,@yanarudiana9685,UCILqRaRcLicYmMLbfKsrECg,0,https://yt3.ggpht.com/ytc/AGIKgqPyYYJvj1aRNuITYO4V-rPXi87YxG_Be7_otW77zA=s176-c-k-c0x00ffffff-no-rj,false,false,1618395219.958475
UgwUDN0pAgNXz8Jw4NB4AaABAg,"Raja brunai darussalam,memang okey,pemimpin bebas korona mantap,tidsk kajak orang bodoh",2 tahun yang lalu,@ntsnakaltapisopan532,UCQdhSmumtodmR5mLQjSH16Q,0,https://yt3.ggpht.com/ytc/AGIKgqMROLumW6FzfxOoRTAvOS3wpQ-3WUs-5yLPhQ=s176-c-k-c0x00ffffff-no-rj,false,false,1618395219.962892
Ugwt2WLkGoAjbnYq3154AaABAg,"Ada yg nonton bulan July ?

Ga nyangka ya , 4 bulan lalu dari 2 orang jadi 60 000 skarang😭",2 tahun yang lalu,@naufalfadhilaz6968,UCOxQm4N52tr9s8UvXtiVjLA,0,https://yt3.ggpht.com/Djmabndif0mHndlNtMP5JYlmLrN5d0NfN0vPb_qmY9P_Soniq6YbPCjApOnoq2DfiyiVeCC9Zw=s176-c-k-c0x00ffffff-no-rj,false,false,1618395219.966944
Ugx4GiR3EzRFxiVvitl4AaABAg,Terap smangat presiden ku smoga sehat selalu njeh 😇,2 tahun yang lalu,@badriabadria737,UChQqgmJObQhPFPtlD9ZCWGg,0,https://yt3.ggpht.com/ytc/AGIKgqOhXizk-4t_0r41Q3OrCJ_vOXGUuP47dDelsw=s176-c-k-c0x00ffffff-no-rj,false,false,1618395219.973862
UgzsW5I5X5c_3tGYU2V4AaABAg,"-Dari bln des 2019 udah ada pemberitaan tntang virus ini d china (pikir Saya: itu hanya akan trjadi dwuhan saja),
-Masuk awal bln maret 2020 pemerintah mngumumkan bhwa ada 2 WNI yg terinfeksi (pikir Saya: hanya 2 org yg terkena dan itu juga sedang dlm proses penanganan pihak d RS, Indonesia pasti baik² ja)
-Saya pun tenang² ja d awal² bln maret dan msh bs mlakukan rutinitas pkerjaan stiap hari'y mskipun itu hnya sbatas serabutan, namun d tgl 12 maret client membatalkan event yg sedang Saya kerjakan utk 2 minggu kdepan dsalah satu pusat prbelanjaan trbesar d jkt karena status yg positif mncapai sktr 69 org, jdwl event dtmpt lain pun satu prsatu mulai mnyusul dbatalkan scara mendadak.
-Seminggu kmudian stlh itu Saya mulai khawatir antara tdk bs bkerja lg dan trkena virus akibat dampak penyebaran'y bgitu cepat 
-Dan skrg tgl 29 Mei jumlah total yg positif mncapai 25.216 org yg awal'y hanya 2 org ja dbln maret tgl 2 trsebut.
-Apakah new normaly akan dberlakukan pada bln Juni 2020 ini, terserah Indonesia saja gimana baik'y

Semoga wabah ini d angkat dari bumi ini dgn segara, aamiin 🤲",2 tahun yang lalu,@AjagIjigExplorer,UCq0lKyLjZIf4GvocRqVtHIg,0,https://yt3.ggpht.com/2l3VaOGh54KkoKMcf9iLYL4_dNlXHJhoQdRuDP5u-5jgWav0R1w4pvSE6g44tP-sqa4WCtuuIrM=s176-c-k-c0x00ffffff-no-rj,false,false,1618395219.978078
UgyFh3sJSI36GuWQvY94AaABAg,"Pak Jokowi jumpa pers kayak dongeng ya!!! tangan nya kayak dirigen(pemimpin paduan suara) haha..
Menkes Apa kabar ??",2 tahun yang lalu,@sapuluik3366,UCtYpS2eNyECCzqaSq353u_Q,0,https://yt3.ggpht.com/ytc/AGIKgqNC4QFaVBhTjhNsZ-B_-a0avyBuVE_8BDvATkXpzA=s176-c-k-c0x00ffffff-no-rj,false,false,1618395219.982126
Ugy7BD6XcyqvIJcy5154AaABAg,2 BERADIK,3 tahun yang lalu,@buteawak188,UCXuZTZD4Z_0yfKcmCjwt63g,0,https://yt3.ggpht.com/ytc/AGIKgqM_yrxRu6vA38YrQQheX7-1kmRQfJD0_uwBlKPZ=s176-c-k-c0x00ffffff-no-rj,false,false,1586859219.986356
UgyqGWMmHS6P_zQ15zt4AaABAg,1400++,3 tahun yang lalu,@metalraiderz,UClOL5qQW6m_DugtvVhlODWg,0,https://yt3.ggpht.com/ytc/AGIKgqMxEHcj7x2edQwJIW-b3awZR2XeHIQ8g9JoCnIJig=s176-c-k-c0x00ffffff-no-rj,false,false,1586859219.990723
UgxnH44a6P0Zq8CP3lN4AaABAg,Semoga cepat berakhir dan kembali pulih semuanya.,3 tahun yang lalu,@BliKasep,UCnP7v2SYYof-gtIhYkDbLMQ,0,https://yt3.ggpht.com/rEGEH98ZMeD9hEvQS_K0qFvhljHMYPJx6q4VAhorlZHLrSA1yx_hjyy7Jsz_fHyj44vfEesZZw=s176-c-k-c0x00ffffff-no-rj,false,false,1586859219.994145
UgyeQiKvzFF2rHjs7PR4AaABAg,"Sedih!

Benar! Tidak ada investigasi!

Pemerintah Indonesia mengumumkan!

Jepang menyebar korona di Indonesia!

Faktanya berbeda!

Pemerintah Jepang dan Jepang sangat menyesal!

Anda harus mengumumkan bahwa ini salah!

Orang Jepang didiskriminasi!

Orang Cina pertama kali menyebarkan korona,

Apakah orang Tionghoa tidak melakukan diskriminasi?

Sumber korona baru adalah bahasa Jepang: rincian kebohongan yang terlalu
dibohongi oleh pemerintah Indonesia",3 tahun yang lalu,@shanedog6483,UCwE7cHWdUTc1aLozSTl2Ixg,0,https://yt3.ggpht.com/ytc/AGIKgqOT9IqQs8eVH48f8gArW4e2Ud9RZYnGqthXj3jxXw=s176-c-k-c0x00ffffff-no-rj,false,false,1586859219.997873
Ugx730OOSKEmOO2sefV4AaABAg,Sekarang sdh ribuan pak..coba saja 4 minggu yg lalu di perketat pak yg dri luar negeri..mungkin gak begini pak..rakyat kecil pak yang susahmah..,3 tahun yang lalu,@asalsajachanel5785,UCjU6bksPQ1oalxMVnpUlw7A,0,https://yt3.ggpht.com/ytc/AGIKgqPRPwtGAGoirbz0ObEkSumVVl7Txy46kVn7Xl9WjsEl4GdK_dDLilb2jxcqS3vZ=s176-c-k-c0x00ffffff-no-rj,false,false,1586859220.001311
UgzPwoVzNJZ1ls7pdCp4AaABAg,"Maaf!
Pengumuman pemerintah Indonesia yang tidak akurat!

Tanpa memeriksa persis!

Jepang melaporkan bahwa korona menyebar!

Pemerintah Jepang dan Jepang sangat menyesal!

Harus dilaporkan kepada dunia bahwa itu adalah informasi yang salah!

Sedih sebagai orang Jepang!",3 tahun yang lalu,@shanedog6483,UCwE7cHWdUTc1aLozSTl2Ixg,0,https://yt3.ggpht.com/ytc/AGIKgqOT9IqQs8eVH48f8gArW4e2Ud9RZYnGqthXj3jxXw=s176-c-k-c0x00ffffff-no-rj,false,false,1586859220.006447
Ugw_A_785gP79qhzUD14AaABAg,Ya allah gimNa dgn anak anak sekolah,3 tahun yang lalu,@satriasakib8413,UCbgb_JDN1YdzUpzsamaQgDA,0,https://yt3.ggpht.com/ytc/AGIKgqMskYD2oB4q5IQBhE6BJ0wpPEMtEyMxtF5hgg=s176-c-k-c0x00ffffff-no-rj,false,false,1586859220.01018
Ugw5YdUej8h20rJSiop4AaABAg,Aminn yarob,3 tahun yang lalu,@alimdicandungsllutersakiti170,UCH7KHb0Yk80Uh3WhjWQpN8Q,0,https://yt3.ggpht.com/rSogiilbtT8rT6uLEvn9LTvB7zsvO674sBcVsUoGTl4RbO3vC9qrWKJ9OPxHzio8xI18kMgH=s176-c-k-c0x00ffffff-no-rj,false,false,1586859220.013553
Ugyt-uLznu8KD7gBcd54AaABAg,kami sambung lg.mohon di data.per desa.siapa2 yg d tinggal suami atau istri bekerja sbg TKI.karna membutuhkan bantuan bahan pokok makanan.untuk hidup sehari harinya..kami ucapkan banyak ribu2 trmkasih pd pemerintah Indonesia.yg peduli nasib rakyatnya.,3 tahun yang lalu,@andrianzamri1681,UCpAi_2sVxY6uJLif1iVrV-Q,0,https://yt3.ggpht.com/ytc/AGIKgqPmGwAeUzexiyZiUKMUo_oKKeYTgfrwb3-AwQ=s176-c-k-c0x00ffffff-no-rj,false,false,1586859220.017015
Ugy9PFcpyP7S3G0ZzF94AaABAg,kami mohon pada pemerintah Republik Indonesia.bantuanya bg keluarga yg d tinggal bekerja sebagai TKI.TKW.d manapun bekerja.kami mohon sekali bantuanya dari pihak pemerintah.untuk mendata per desa atau per daerah.krna .yg d tinggal bekerja k luar negri.masa ni tdk bisa mentransfer uang untuk keluarga d indonesia.jd sekali lg kami mohon bantuan dari segi bahan makanan.karna adanya covid 19.trmakasih pd pemerintah indonesia.terutama bpk.jokowi.,3 tahun yang lalu,@andrianzamri1681,UCpAi_2sVxY6uJLif1iVrV-Q,0,https://yt3.ggpht.com/ytc/AGIKgqPmGwAeUzexiyZiUKMUo_oKKeYTgfrwb3-AwQ=s176-c-k-c0x00ffffff-no-rj,false,false,1586859220.023305
UgwQIZ0c9iqEeYN3aFt4AaABAg,Karena sblm ter jadi nya wabah tersebut jendral rangga sasana sunda empire...juga ngmg bahwa seluruh pemprintahan dunia harus daftar ulang ..,3 tahun yang lalu,@AnisaAnisa-vo3ng,UCVds_jeRwMz0s4cybWjGnhg,0,https://yt3.ggpht.com/ytc/AGIKgqMf0aGBmnzpFV3tpHLTTQpEnkhCfPF1EEmQLA=s176-c-k-c0x00ffffff-no-rj,false,false,1586859220.443572
UgyIrmcPP4H8exrwUAB4AaABAg,Setelah aku pikir emang bener apa kata rangga sasana..jendral nato sunda empire...bahwa...seluruh negara  harus daftar ulang ...gmana sedulur tanggapan sampean ?,3 tahun yang lalu,@AnisaAnisa-vo3ng,UCVds_jeRwMz0s4cybWjGnhg,0,https://yt3.ggpht.com/ytc/AGIKgqMf0aGBmnzpFV3tpHLTTQpEnkhCfPF1EEmQLA=s176-c-k-c0x00ffffff-no-rj,false,false,1586859220.447688
Ugxvl2sxV9CTeZCgagx4AaABAg,Ko belum ada tandingaanya biasanya ada tandingan,3 tahun yang lalu,@dolvin1199,UCT91-Rq2Mb7_D9YIk9st2EA,0,https://yt3.ggpht.com/ytc/AGIKgqPJ2MVMdz2gdaf3ddfU6_xfqJV-qV5-i3W9Vm9G=s176-c-k-c0x00ffffff-no-rj,false,false,1586859220.451735
UgyPf3oUVNGrHrzsAoR4AaABAg,Kumha sia ah jokowi,3 tahun yang lalu,@kurniawnzcy1014,UCUyU-1eBD1Vu_AHrNw_6_HA,0,https://yt3.ggpht.com/ytc/AGIKgqM7cwo4g6Oxo6_g2z7At0JyxjUZsUDDz4jeeQ=s176-c-k-c0x00ffffff-no-rj,false,false,1586859220.455528
UgywEgijAxItXkr8l894AaABAg,Corona dibawa dari negara cina ke indonesia melalui TKA  karena bebas visa.,3 tahun yang lalu,@supanusupani7311,UCzMLVu9jU0sWHlWOMWvxKUw,0,https://yt3.ggpht.com/ytc/AGIKgqP0avPsbAohYPgZUIwF2_8zAvLx_eLTdmnv6g=s176-c-k-c0x00ffffff-no-rj,false,false,1586859220.460218
UgwIVmw4-97GOcDd4Id4AaABAg,Jangan takut sama CORONA takut sama Allah...gak ada corona aja yg meninggal tiap hari ada ko jadi gak usah takut kita sebagai umat beragama tetap kita menjalanin perintahnya dan menjauhi larangannya dan kita tetap beribadah di mesjid dan ditempat lain ingat kita takut cuma sama Allah.Aamiin.,3 tahun yang lalu,@supanusupani7311,UCzMLVu9jU0sWHlWOMWvxKUw,0,https://yt3.ggpht.com/ytc/AGIKgqP0avPsbAohYPgZUIwF2_8zAvLx_eLTdmnv6g=s176-c-k-c0x00ffffff-no-rj,false,false,1586859220.464426
UgydyhkjGk1RlJeA5Gt4AaABAg,Gara gara elu jok.  Rakyat jd korban. Lu ga becus jd presiden,3 tahun yang lalu,@allahmuhammad2761,UC2ZaCaUiOAMjVkc2X6EONzQ,0,https://yt3.ggpht.com/ytc/AGIKgqMRDY8vBCF_KYB0gh_ZmtKUJStnLRbe46GA5nKPZw=s176-c-k-c0x00ffffff-no-rj,false,false,1586859220.468079
UgxGQRQzMbQ8w15wIap4AaABAg,Semoga elit2 pemerintah yg munafik terkena virus corona,3 tahun yang lalu,@JUIC-tr1bg,UCXmyhT1aWlpcG4_oFBlovfw,0,https://yt3.ggpht.com/ytc/AGIKgqMSLSLwD3Lnqh56T6GtVzLG_pmtZ2H7EEmgsDfb=s176-c-k-c0x00ffffff-no-rj,false,false,1586859220.471917
Ugxrv2YBi2hiJ5PnQSV4AaABAg,Ini smua salah pemerintah kenapa udah tau di luar negri bnyak virus kenapa msh nerima kedatanggan wna saja,3 tahun yang lalu,@abuchucky2578,UCR0_zf98EZ3rZeZowsU-VBg,0,https://yt3.ggpht.com/ytc/AGIKgqNeA3CYlMc1nAaQ8GyxHWIev8vULbonjp_-7g=s176-c-k-c0x00ffffff-no-rj,false,false,1586859220.475978
UgyItrN-piMQwt_cATx4AaABAg,"Kpd yg trhormat bp presiden tlng tutp dl smua penerbangan ke luar dan jngn menerima orng asing dl seperti saudi mall tmpt,, pariwisata cafe,, pun di ttp untuk sementara",3 tahun yang lalu,@eunaharapan3576,UC-gO_er7AzxRN_-_VmCwVPg,0,https://yt3.ggpht.com/ytc/AGIKgqOLvTqXtilCB1YRm1GHX1y1VFWHcC-c9FAwGQ=s176-c-k-c0x00ffffff-no-rj,false,false,1586859220.480225
UgywV8H6OUiD8VUlpEt4AaABAg,Pintu masuk  gak bisa ngawal   gimana kok bisa masuk  imigarasi kecoplosan  kalau gitu wawah,3 tahun yang lalu,@efendiusman6678,UCy9ooMEKLbC_TEz0d0REohg,0,https://yt3.ggpht.com/ytc/AGIKgqOkzVNrHnFutbmZRqigwYOaltBFXCGwBGGAzzi9=s176-c-k-c0x00ffffff-no-rj,false,false,1586859220.484285
UgzZQ4LiwE__8XHYVvN4AaABAg,"semoga menjadi korban virus corona selanjut nya yah pak, dengan cara bapak sendiri, dengan kerja bapak sendiri, bekerja sama dengan china ini hasil dari semuanya pak, semoga korban selanjut nya bapak @jokowi",3 tahun yang lalu (diedit),@stonerbay7483,UCKBJEGK19FQutQCrUzLRq3A,0,https://yt3.ggpht.com/ytc/AGIKgqPB3uo1cZC8G-QBtijVEtr7_aTTFSFew_xD0ANh=s176-c-k-c0x00ffffff-no-rj,false,false,1586859220.488073
UgyJUQtZL5YZfTKGfT14AaABAg,Insya Allah orang muslim selamat dari penyakit apapun itu...Aamiin,3 tahun yang lalu,@ikma9601,UCW4XpNgTmQaexI2qh-I1DSA,0,https://yt3.ggpht.com/ytc/AGIKgqOH9xeaWozmj2iFaNy_hb899H6YYJmHTAujH-Pteg=s176-c-k-c0x00ffffff-no-rj,false,false,1586859220.492916
UgwNC7VH4y1kVhrYA294AaABAg,"Bapak presiden kami mohon masker segera diadakan di pasaran karena tidak ada sama sekali dan ditimbun oleh pihak2 tertentu dan oknum2 yang ingin mengais keuntungan ditengah penderitaan rakyat banyak. Bagaimana dengan nasib masyarakat kita ...sudah genting pak , mohon ada pengawasan dan operasi.lapangan. Percuma hanya d beri informasi tapi pelaku lapangan tdk ditindak dan alat pelindung tidak ada. Jangan biarkan bangsa ini hancur seperti wuhan trimksh pak",3 tahun yang lalu,@Bintang-xp1zc,UCLVjYMvkn-5z36TFddgL07g,0,https://yt3.ggpht.com/ytc/AGIKgqPZ5pTtwQkLmekFcDg2aG-isRMOBrBH3Md_9w=s176-c-k-c0x00ffffff-no-rj,false,false,1586859220.49647
UgytjcqNGQJmC9QDXix4AaABAg,Lahh tolol pemerintah,3 tahun yang lalu,@andreagasi3767,UC2QP8oiuWeZuKzwyfyNfiwQ,0,https://yt3.ggpht.com/ytc/AGIKgqPU559W61mgVfTcDabRGrBiwoxCQZ6Tz30SesXzaw=s176-c-k-c0x00ffffff-no-rj,false,false,1586859220.500039
UgwZAUVLHjCYjEH8lo94AaABAg,Bener nich cuma 2 orang?,3 tahun yang lalu,@pasopatiangkleng646,UCVL9bZFYDgpVhP-h_vLIvCQ,0,https://yt3.ggpht.com/ytc/AGIKgqPCgIhd-moR9AR1vTXOaG4mj0ZbaYbiuiYjouThog=s176-c-k-c0x00ffffff-no-rj,false,false,1586859220.504489
Ugy__xhq9OQotOYWAVV4AaABAg,Madura ada virus,3 tahun yang lalu,@iisjeniy3804,UC8VxIrPft0Dptd5o9VtTkNg,0,https://yt3.ggpht.com/ytc/AGIKgqM8AbKrKXLCQ4E3X9UpCIuhuFDQNsL6K0uVxg=s176-c-k-c0x00ffffff-no-rj,false,false,1586859220.510021
Ugy5fDTNuDAfii92SiB4AaABAg,"Sebelum corona masuk ke indonesia.
Malaysia sudah ad yg kena sekarang di indonesia sudah ada 1orang yg meninggal..Malaysia belum.",3 tahun yang lalu,@lilajabi3223,UC9KWWu2CGuETD6jpDFIP3aw,0,https://yt3.ggpht.com/8ivQX4uVff6bFsCr76VdMlLAzwSgl2z0WaLh1TFny9OTQunZYXdiMRY0XII6XSMJRU0xa5j7Eg=s176-c-k-c0x00ffffff-no-rj,false,false,1586859220.514793
UgxW1s06jA8tFCHb-_d4AaABAg,Sudah tau begitu kenapa sih tak tutup saja penerbangan dari luar negeri..,3 tahun yang lalu,@lilajabi3223,UC9KWWu2CGuETD6jpDFIP3aw,0,https://yt3.ggpht.com/8ivQX4uVff6bFsCr76VdMlLAzwSgl2z0WaLh1TFny9OTQunZYXdiMRY0XII6XSMJRU0xa5j7Eg=s176-c-k-c0x00ffffff-no-rj,false,false,1586859220.519349
UgxsIMCN0GsRKW8xjoN4AaABAg,KITA DOAKAN SEMOGA PAK JOKOWI DAN SELURUH INDONESIA BAIK BAIK SAJA TERUTAMA PAK JOKOWI KLO PAK JOKOWI KENA CORONA BISA BISA INDONESIA HANCUR KITA DOAKAN YA SEMUANYA TIDAK ADA VIRUSS ITU!!!,3 tahun yang lalu,@natalia-ef3qc,UCzQQLYQu8_7_D7LqZLclmpg,1,https://yt3.ggpht.com/ytc/AGIKgqPyMPntQbSioE4hzRFhpRJ62kINWVLw1Zk2oA=s176-c-k-c0x00ffffff-no-rj,false,false,1586859220.52284
