cid,text,time,author,channel,votes,photo,heart,reply,time_parsed
UgwxL2jH3JE4xYzymg14AaABAg,Bagus.pa.jokowi,10 bulan yang lalu,Halim halim,UC0CWY89VP0wLbGVzXU3Q-NA,1,https://yt3.ggpht.com/ytc/AGIKgqMLIc6ikuLaUXQNWAlHDDd8TIylbgCCpjWPK7fd=s176-c-k-c0x00ffffff-no-rj,false,false,1655201809.68705
Ugz-frrtA2KphHOdoTN4AaABAg,"Pak Jokowi,skalian to sabu sabu di bebas juga,,,yg trlibat narkoba jg bnyk oknum pnegak hukum nya,,,",10 bulan yang lalu,Jack Jack,UCMMiMUm0SXSKa3Ruz78nvtA,0,https://yt3.ggpht.com/ytc/AGIKgqPXZkrjIgM6esmLRvBK6aFUo-rGE6A9kKclmoN4e3XrKMAIqFLdM7ALlJo4X9yj=s176-c-k-c0x00ffffff-no-rj,false,false,1655201809.691482
Ugwn8-2dJ7vCHPU0pCF4AaABAg,Bebas minyak goreng langka kapan? Pertamax turun kapan?,10 bulan yang lalu,Komang Arsa,UCSx2ZlFUKxm6mr8ZCZU7ryQ,0,https://yt3.ggpht.com/ytc/AGIKgqPlsojE-mRKqG3BJwZCtRDs2YweqPK2DmnPm8Qb=s176-c-k-c0x00ffffff-no-rj,false,false,1655201809.695417
Ugz6rOaMKkv7Vp8GS_Z4AaABAg,Gak penting masker pak.untuk apa.yg penting minyak goreng turun.dan dan gabah petani laku.karena sekarang ini gabah petani gak laku.walaupun laku hargsnya murah.,10 bulan yang lalu,Pradita Reva,UCUnlZISX4NY3i25NE-49Kow,0,https://yt3.ggpht.com/ytc/AGIKgqOY0Ed8s7g4Ugz8AmLZ2NHVY1U2-E1Xy47e9g=s176-c-k-c0x00ffffff-no-rj,false,false,1655201809.701354
UgxmPXrJKRdzW_bjrWd4AaABAg,ntar kumat lagi hadeh,10 bulan yang lalu,buwung puyuh,UCgR0_mbNmxjtSL_eReAijWg,0,https://yt3.ggpht.com/ytc/AGIKgqPXQcUhFF473KLnsFru6OfN3rVjpW0ppm1ZDg=s176-c-k-c0x00ffffff-no-rj,false,false,1655201809.705769
UgzayDLA6XZCNoHEXix4AaABAg,"Longgarkan lah pak jokowi biar perlu ,,yang pakai masker di penjarakan selama 1 minggu di dalam BUI ..
Sebab angka kejahatan di indonesia bisa pakai masker menutipin angka kejahatan ..

Kalau belum ajal nya kena penyakit pasti ga kena ,,tapi kalau ajalanya kena penyakit pasti kena atu malah meninggal ..

Contoh artis syuting di ruangan tertutup tapi banyak kena penyakit ..sebab ga pernah olahraga atau terkena matahari ..",10 bulan yang lalu,Ferryansyah 05,UCreGRSTk5ZZigzoEi2KPUmg,0,https://yt3.ggpht.com/ytc/AGIKgqOly3_er4E5gHCul8mPpElie978oC8XTQWm7Q=s176-c-k-c0x00ffffff-no-rj,false,false,1655201809.70986
UgzHrQoBfDTig6F2Drp4AaABAg,"LAh KOk DI LUaR RuANgAn, KAn NyEbAr DaRI UdARa
- orang² yang dulu kemakan hoak",10 bulan yang lalu,HaiNuuby,UC_dJuw8Dw0dG0JoqA1sF_Gg,0,https://yt3.ggpht.com/ytc/AGIKgqPSzUOU59MVf-JrKGBb8MRXmlyptDeBHdQHlICkdg=s176-c-k-c0x00ffffff-no-rj,false,false,1655201809.713988
Ugz7FJJFlze3ROsAk6h4AaABAg,YANG LAEN UDAH ENDEMI!!!!!,10 bulan yang lalu,Panjak Ndeso,UC0z9C3ysLolXkAxiQKBCtaw,0,https://yt3.ggpht.com/ytc/AGIKgqP8mgZcmAhsr2Yy-UUfV9y8YJLUcD_rJ1IeR5u1qzBsgm2nyIFaMv1RGNHAHum7=s176-c-k-c0x00ffffff-no-rj,false,false,1655201809.719695
Ugy0TgANRKyGJWAVBVB4AaABAg,"Aduh stok masker kain masih banyak, gimana dong 😢😰😭",10 bulan yang lalu,Magnar Shirt,UCtfsv_jjNZTCpP7TS1oxY4A,0,https://yt3.ggpht.com/ytc/AGIKgqO_dMJESESZzJO9ZzDqxa-2DBAcON1y7Nn_e9zO=s176-c-k-c0x00ffffff-no-rj,false,false,1655201809.72401
UgwpcwVceXmTxeZEZ8d4AaABAg.9bR051wGDL_9beD0vkUhj4,...ya iya lah,10 bulan yang lalu,AXAND3R,UCNp-HUW5sQ422XOwbf7mJ3Q,0,https://yt3.ggpht.com/SIkGL6-yP-CcfOFvNPtBCm_dusKv262nWtU6LtQZTIrnmTRo8DvjdVPK2pdC8SXBPuhDoTGktg=s176-c-k-c0x00ffffff-no-rj,false,true,1655201810.000448
UgwpJV3Dq93OmLJiYCV4AaABAg,saya team pake masker krn sy jelek wkwk,10 bulan yang lalu,Sunflowerrr0606,UC-71LtunZGO0yDIXDgtXh4g,1,https://yt3.ggpht.com/Rd6YpRkIZ6rmFxF7UKwRMaj00MG1iCkT7vRnVQ6fFI6gP86vVA3f7cyUHAfZHVY7E5y4_WVR=s176-c-k-c0x00ffffff-no-rj,false,false,1655201810.395328
Ugx10s7gqIIRJJWCB094AaABAg,"gk sia"" aku gak ikut paksin😂",10 bulan yang lalu,Rahmat Taufik,UCNdMF9i0VgAqZHbTdY2XkXA,0,https://yt3.ggpht.com/ytc/AGIKgqN0s0Q1jdo3cN3ipl_zgRPur7w0PVZefDRyOsxOng=s176-c-k-c0x00ffffff-no-rj,false,false,1655201810.4124
Ugw2Q-KHql5tZdEQIux4AaABAg,Percuma juga. Dri awal corona smpek sekarang sya gak pernah pkek masker. Masih hidup sampek sekrang. Coron ma kga ada kali. Cuman politik aja biar cepat kaya yg miskin tmbah miskin. Mknya yg. Miskin gk mati karena korona.,10 bulan yang lalu,Febby Fadilla,UCzmmXrBt-c9GRgjiPmEyHoA,0,https://yt3.ggpht.com/ytc/AGIKgqNo0--BS4QuMpt4VI5Am8UjfjXfdtBG-c2YF7wMf89TojuajWdw4guGRZ_GgWAe=s176-c-k-c0x00ffffff-no-rj,false,false,1655201810.42973
UgyYSbRy8GI-v7ohYOZ4AaABAg,Tetep pakai masker...varian di China itu masih belum tau apa jenis nya. Shanghai masih lock down. Liat sikon aja 2 bln setelah lebaran.,10 bulan yang lalu,Juru Kuncen,UC4EbtJaqoEKKxEjX0oPLVow,0,https://yt3.ggpht.com/ytc/AGIKgqMmX9rx28CS92R2VyYbx3kGy6e9shOjO4lNLKMZ6A=s176-c-k-c0x00ffffff-no-rj,false,false,1655201810.441271
UgwVZKKXO7oKtx-veSx4AaABAg,"Udah terbiasa pakai masker, klu gk pake masker jd kyak gmna gtu 😅😅",10 bulan yang lalu,Iponk Chou,UCvSXu3cYNchwSZCxmLuslew,0,https://yt3.ggpht.com/ytc/AGIKgqNL1PmGzx2ur6DCnBot-3qCnUgQMnFxOqAjKQ=s176-c-k-c0x00ffffff-no-rj,false,false,1655201810.449716
Ugwww-mj8NHXacNBg6J4AaABAg,"Kasian pabrik masker,mudah mudahan tidak ada phk",10 bulan yang lalu,Ariel Maryati,UCdWEpCJYyKbVr4HT6108YYQ,0,https://yt3.ggpht.com/ytc/AGIKgqNc3TSFTLsSS7VOX6jVOQVvWKmJ9gBn1fF1Ww=s176-c-k-c0x00ffffff-no-rj,false,false,1655201810.45564
UgybYJeDg2Xm9GZ0bY14AaABAg,kalo ngumumin bebas miskin kapan pak?,10 bulan yang lalu,Apriyan,UCvikcs1yDG6SkY_fDMnqmkA,1,https://yt3.ggpht.com/XJPzBzBsBNmBDsPC4I8ZbH9GJe-1EnEffQXfYBA6hK6ZXEM6CqPpBwei4i6dPZ1bsMzYI-uubw=s176-c-k-c0x00ffffff-no-rj,false,false,1655201810.461289
UgxTLoYORBRmZRoz9MZ4AaABAg,Karena Ganjar episode ke 2 dr presiden pilihan oligarki setelah Jokowi...,10 bulan yang lalu,Fitnah Dajjal,UCK4594LxQQn7KlG49u1AvZg,0,https://yt3.ggpht.com/mBk5_vWkPIXi3LPuDAAbpLqqLh690Ys14xTVSc56Jued0Kt3DE9-vE8aATDRsEQ2XCGpaeYP4g=s176-c-k-c0x00ffffff-no-rj,false,false,1655201810.4669
UgzBqDod7AFMfJcTVDJ4AaABAg,"Bagusnya bebas vaksin...
Sgala urusan jd rumit",10 bulan yang lalu,Mbengs dimar,UC8M13DXvBA-hpHzBkW9CgfQ,0,https://yt3.ggpht.com/ytc/AGIKgqNte68r1zIF6AqsJVkn0qfODVfvYCOOkrCHgg=s176-c-k-c0x00ffffff-no-rj,false,false,1655201810.471843
UgwStYXy3alBnhIFVmR4AaABAg,"Walaupun begitu masker ttp jd kebutuhan sehari2, kl ga pke masker...ragu.krn sy, suami n anak umur 1 bulan pernah kena covid 15hari di RS isolasi krn bayi prematur 1,29kg",10 bulan yang lalu,dede Quitta,UCYh9Ua58KxmH0aBXfYe2Zzg,1,https://yt3.ggpht.com/ytc/AGIKgqNT2UDx8A36n0CA7r4EhPpLfQqxCJPG53VTY9Si=s176-c-k-c0x00ffffff-no-rj,false,false,1655201810.476426
Ugw8vG0ID0QtlrXwqzF4AaABAg,"Alhamdulillah
Tpi kalo pergi jauh  tetep kenakan masker   buat kesehatan kita dri udara kotor dll",10 bulan yang lalu,Mustaqim satset,UCCSS5Sxi9rvhk2cpqZSJo8w,0,https://yt3.ggpht.com/xZ1wHO2Wn1xQDe3Dk_xlXTcp2n3V2wJsfvBsIobTjtUOzB6xaES0HCQ6selLB1GHb5y6LcuX=s176-c-k-c0x00ffffff-no-rj,false,false,1655201810.481619
UgxrD7Dfww9Ody0wepR4AaABAg,Pada Sehat semuanya,10 bulan yang lalu,Inggrit Inggrit,UCXkpPZtVIOQsKHhrPHAK4Yw,0,https://yt3.ggpht.com/ytc/AGIKgqPzAlFBV8ElCysR2LLPC-KUJfF1Vp76r_9NDDQIgsJB7FP04j6Uttlp_E9B2EN8=s176-c-k-c0x00ffffff-no-rj,false,false,1655201810.486363
UgxrXxFz9V796StmaYl4AaABAg,Sukses pak jokowi,10 bulan yang lalu,Hudi Sahono,UCKQgnptwxCEgR2e6TZkgv7g,1,https://yt3.ggpht.com/ZJuV1rz72I3ZLzwXoLOuKWkxYMoR0hcjcF34YDPVvJIVrIQWTdi6fNkUttlyeiyz7dX54Mfu1g=s176-c-k-c0x00ffffff-no-rj,false,false,1655201810.490743
UgyQ1oinRv5c1rW588N4AaABAg,Maju pantang mundur,10 bulan yang lalu,Hudi Sahono,UCKQgnptwxCEgR2e6TZkgv7g,1,https://yt3.ggpht.com/ZJuV1rz72I3ZLzwXoLOuKWkxYMoR0hcjcF34YDPVvJIVrIQWTdi6fNkUttlyeiyz7dX54Mfu1g=s176-c-k-c0x00ffffff-no-rj,false,false,1655201810.495103
Ugz3ev8w_7QKsDf-MPx4AaABAg,Guyub rukun dulur tonggo konco,10 bulan yang lalu,Hudi Sahono,UCKQgnptwxCEgR2e6TZkgv7g,1,https://yt3.ggpht.com/ZJuV1rz72I3ZLzwXoLOuKWkxYMoR0hcjcF34YDPVvJIVrIQWTdi6fNkUttlyeiyz7dX54Mfu1g=s176-c-k-c0x00ffffff-no-rj,false,false,1655201810.500593
UgxkgZLIDUSsszYYlkV4AaABAg,Pak presiden Jokowi kalo bicara sangat bijaksana... Terasa adem dengarnya... Sosok yg sangat sederhana dan taat beribadah.... selalu menunjukan sifat berbagi.. semoga diberikan kesabaran dalam memimpin negara Indonesia dan diberikan kesehatan lahir dan bathin untuk presiden Jokowi.,10 bulan yang lalu,rahman aman,UCobUVgTEJ_Dsr4rLA7c6Paw,0,https://yt3.ggpht.com/ytc/AGIKgqPPhxg9Vgk4xCMzyaamEe37ZJktyQVZH_KVnFz6QeM=s176-c-k-c0x00ffffff-no-rj,false,false,1655201810.504909
UgzsX0AUh3ho5Virfyl4AaABAg,Alhamdulilah,10 bulan yang lalu,Mudhaifah,UCxGFADBmSFYEGg9jPJJYueA,0,https://yt3.ggpht.com/dJSfZg9mNB-rGSFROUX_ELGo53TAJMoOIMpyHjYmsegMf6qSGcCGwcZamkhngYwFEVAQdUQzjw=s176-c-k-c0x00ffffff-no-rj,false,false,1655201810.5094
UgxZ1THEIBKaGJ7q1wx4AaABAg,Ya allah jagalah pemimpin kami bimbing dan tuntunlah beliau untuk selalu  setia memimpin kami,10 bulan yang lalu,franky ramadhan,UCNdUpbxfAxfNp6QbPcUJpZQ,0,https://yt3.ggpht.com/ytc/AGIKgqMl2vpk9ybWNCk3OAF9A92vCKGa3c1aukfF3E3x7ocWy9c8jcH1P8Z7R8Zb6Q3U=s176-c-k-c0x00ffffff-no-rj,false,false,1655201810.514239
Ugw6YOGXDEGKy44rotl4AaABAg,Ya allah jagalah pemimpin kami bimbing dan tuntunlah beliau untuk selalu  setia memimpin kami,10 bulan yang lalu,franky ramadhan,UCNdUpbxfAxfNp6QbPcUJpZQ,0,https://yt3.ggpht.com/ytc/AGIKgqMl2vpk9ybWNCk3OAF9A92vCKGa3c1aukfF3E3x7ocWy9c8jcH1P8Z7R8Zb6Q3U=s176-c-k-c0x00ffffff-no-rj,false,false,1655201810.518886
